Donor_ID,Full_Name,Lifetime_Giving,Rating,Assigned_Officer
723573,Larry Hernandez,1009220.04,E,Jennifer Liu
294242,Brenda Johnson,1008567.55,E,Nicole Brown
225519,Jonathan Young,1001674.33,C,Lisa Thompson
423997,John Smith,997271.08,E,Michael Rodriguez
499439,Thomas Smith,993115.51,E,David Park
594229,Alexander Hill,992317.6,E,Sarah Chen
232823,Carol Jones,990905.17,C,Robert Kim
167217,George Clark,984961.5,A,Rachel Johnson
709384,Carolyn Smith,958217.29,B,Maria Gonzalez
256378,Marie Brown,951691.78,E,James Wilson
587094,Sharon Garcia,943779.2,E,Amanda Davis
322141,Frances Rivera,941118.18,E,Kevin Wu
769782,Sandra Wright,939694.39,E,Emily Zhang
176107,Paul Garcia,935651.99,E,Mark Williams
138819,Amy Perez,925746.47,C,Christopher Lee
472021,Diane Martin,920493.0,B,Jennifer Liu
288120,Stephen Clark,895960.8,E,Nicole Brown
541284,Diane Johnson,891863.13,D,Lisa Thompson
171425,Andrew Johnson,887083.98,E,Michael Rodriguez
995310,Carolyn Smith,877392.64,E,David Park
367790,Laura Williams,872475.31,E,Sarah Chen
530216,Janet Taylor,870704.71,E,Robert Kim
211278,Brenda Miller,866267.11,D,Rachel Johnson
650840,Ruth Lewis,861001.64,A,Maria Gonzalez
879899,Amy Smith,853162.06,E,James Wilson
188687,Jacob Lopez,844440.03,C,Amanda Davis
998191,Brenda Lopez,829299.84,E,Kevin Wu
280349,Scott King,824769.44,C,Emily Zhang
108325,Janet White,813814.44,C,Mark Williams
137205,Nancy Johnson,806090.83,E,Christopher Lee
459252,Patricia Sanchez,803461.61,C,Jennifer Liu
418448,Kimberly Sanchez,800080.42,B,Nicole Brown
349520,Debra Hill,793569.79,E,Lisa Thompson
256506,Sharon Miller,786245.89,A,Michael Rodriguez
423539,Joseph Williams,785767.41,C,David Park
358941,Samantha Anderson,784205.86,E,Sarah Chen
153714,Julie Williams,782304.05,E,Robert Kim
461304,Steven Garcia,776941.57,E,Rachel Johnson
128305,Susan Martinez,773732.43,D,Maria Gonzalez
545937,Julie Smith,752956.79,B,James Wilson
187765,Kelly Martinez,751951.87,E,Amanda Davis
900388,Victoria Williams,742839.72,A,Kevin Wu
474714,Laura Wright,739819.64,E,Emily Zhang
587246,Janet Anderson,735135.26,E,Mark Williams
591085,Maria Lopez,732336.06,E,Christopher Lee
169699,Ronald Perez,729984.83,D,Jennifer Liu
567347,Edward Gonzalez,727938.76,E,Nicole Brown
958937,Michelle Thomas,722677.79,C,Lisa Thompson
171658,Anthony Brown,720954.05,B,Michael Rodriguez
423791,Olivia Wilson,712157.01,D,David Park
839893,Virginia Miller,700173.98,B,Sarah Chen
789921,Justin Miller,696144.56,E,Robert Kim
515673,Carol Rodriguez,693101.08,C,Rachel Johnson
775079,Christine Jackson,692676.3,B,Maria Gonzalez
543846,Janet Phillips,692620.13,C,James Wilson
701703,Jerry Carter,690499.15,D,Amanda Davis
437556,David Johnson,681773.08,E,Kevin Wu
709656,Helen Johnson,677643.85,A,Emily Zhang
791184,Elizabeth Taylor,675970.8,D,Mark Williams
894275,George Smith,673121.79,D,Christopher Lee
240617,Catherine Brown,670562.1,E,Jennifer Liu
969783,Frank Hernandez,666990.06,B,Nicole Brown
494703,Emma Walker,662949.49,C,Lisa Thompson
542982,Brenda Williams,658904.17,E,Michael Rodriguez
578451,Scott Torres,658146.54,E,David Park
759072,Carolyn Allen,654029.15,E,Sarah Chen
976855,Deborah Lopez,653862.32,B,Robert Kim
399781,Daniel Jackson,652210.88,B,Rachel Johnson
718820,John Thompson,642041.22,E,Maria Gonzalez
485984,Rachel Smith,641439.22,B,James Wilson
877527,Richard White,637966.26,B,Amanda Davis
559324,Karen Harris,637829.19,E,Kevin Wu
281653,Jerry Anderson,635003.07,D,Emily Zhang
634673,Larry Lewis,634908.54,B,Mark Williams
239458,Larry Torres,632257.4,C,Christopher Lee
261816,David Martin,621434.09,D,Jennifer Liu
673512,Brian Torres,621020.2,D,Nicole Brown
641982,Rachel Davis,620204.55,A,Lisa Thompson
727331,Edward Jones,618270.79,D,Michael Rodriguez
271744,Robert White,610981.3,D,David Park
937267,William Davis,608162.38,E,Sarah Chen
827637,Rachel Anderson,602644.63,E,Robert Kim
411173,Dorothy Baker,598572.89,C,Rachel Johnson
420789,Gary Johnson,596171.75,B,Maria Gonzalez
608244,Justin Jackson,591695.66,D,James Wilson
488962,Carolyn Perez,588370.22,D,Amanda Davis
464121,Kenneth Taylor,586076.18,C,Kevin Wu
102444,Kenneth Johnson,576399.24,D,Emily Zhang
177956,Frank Miller,575101.89,E,Mark Williams
676729,Mary Jackson,574221.31,D,Christopher Lee
506207,Emma Johnson,573839.17,E,Jennifer Liu
108333,Joshua Davis,573641.18,E,Nicole Brown
153807,Sarah Williams,572675.78,E,Lisa Thompson
568896,Carol Smith,570615.14,E,Michael Rodriguez
986986,Carol Campbell,569252.59,E,David Park
522758,Kimberly Martin,564841.03,D,Sarah Chen
301379,Dorothy Garcia,560610.18,D,Robert Kim
618846,Sandra Harris,558787.3,E,Rachel Johnson
273422,Michelle Allen,555066.77,E,Maria Gonzalez
615692,Cynthia Wright,546925.97,D,James Wilson
115264,Rachel Adams,545137.14,D,Amanda Davis
913631,Jacob Hernandez,541577.83,D,Kevin Wu
703993,Heather Green,539498.3,B,Emily Zhang
392744,Heather Johnson,533244.7,E,Mark Williams
586930,Maria Smith,532696.57,E,Christopher Lee
289872,Debra Phillips,532243.11,B,Jennifer Liu
315151,Matthew Campbell,530964.33,C,Nicole Brown
866661,Joshua Perez,530156.12,E,Lisa Thompson
244220,Eric Smith,530078.12,D,Michael Rodriguez
558250,Jacob Williams,529331.22,C,David Park
168713,David Moore,524437.91,D,Sarah Chen
831892,Maria Taylor,519743.83,C,Robert Kim
730781,Elizabeth Lee,519609.9,B,Rachel Johnson
550453,Olivia Rodriguez,516941.67,A,Maria Gonzalez
719260,Gary Torres,516494.11,E,James Wilson
953511,Catherine Flores,514832.79,C,Amanda Davis
107213,Mary Jackson,512559.44,B,Kevin Wu
784207,Daniel Jones,509490.82,E,Emily Zhang
673153,Virginia Anderson,507658.95,D,Mark Williams
361014,Ashley Jones,506301.21,A,Christopher Lee
390630,Kenneth Sanchez,505277.88,D,Jennifer Liu
785571,Mark King,504348.48,C,Nicole Brown
893249,Dennis White,495347.45,E,Lisa Thompson
107634,David Brown,487769.28,B,Michael Rodriguez
185742,Jonathan Clark,483171.95,D,David Park
948696,Donna Davis,481496.37,E,Sarah Chen
283130,Joyce Martinez,480083.89,D,Robert Kim
938750,Eric Garcia,478500.58,D,Rachel Johnson
806852,Samantha Baker,478441.21,C,Maria Gonzalez
754402,Brian Lopez,477169.54,D,James Wilson
965230,Betty Taylor,475843.57,B,Amanda Davis
663719,Ruth Moore,474129.47,E,Kevin Wu
926403,Betty Thompson,472136.91,D,Emily Zhang
397216,Gregory Scott,470970.1,B,Mark Williams
738434,Linda Lewis,468711.42,D,Christopher Lee
960107,Nicholas Baker,466222.4,E,Jennifer Liu
608620,Julie Rivera,466113.9,E,Nicole Brown
737685,Dennis Sanchez,461620.12,D,Lisa Thompson
568698,Amy Garcia,458317.16,D,Michael Rodriguez
819375,Sarah Rodriguez,457278.77,C,David Park
682446,Sharon Martinez,456922.03,E,Sarah Chen
221043,Debra Anderson,456170.96,D,Robert Kim
755236,Marie Martin,455857.13,C,Rachel Johnson
186776,Sarah Smith,455639.33,E,Maria Gonzalez
711847,Laura Smith,452997.13,E,James Wilson
815181,Angela Brown,450689.96,C,Amanda Davis
139865,Justin Martinez,448264.14,D,Kevin Wu
964965,Sharon Jones,440943.96,D,Emily Zhang
810961,Sarah Nguyen,440279.39,E,Mark Williams
985125,Scott Davis,440056.15,A,Christopher Lee
797432,George Rodriguez,435468.87,D,Jennifer Liu
532092,Richard Green,434884.21,C,Nicole Brown
953110,Carol Rodriguez,433886.07,C,Lisa Thompson
605158,Julie Lee,432710.5,E,Michael Rodriguez
368134,Patricia Harris,432319.69,D,David Park
188611,Joyce Gonzalez,431632.97,D,Sarah Chen
304214,Virginia Williams,431035.36,D,Robert Kim
552628,Benjamin Thomas,427882.46,E,Rachel Johnson
790236,Patricia Rodriguez,426464.59,D,Maria Gonzalez
115029,Cynthia Harris,425464.64,E,James Wilson
356763,Brian Martinez,421844.06,E,Amanda Davis
574556,Paul Martin,418111.38,C,Kevin Wu
571665,Paul Hall,416209.78,E,Emily Zhang
718156,Thomas Robinson,413989.14,E,Mark Williams
106014,John Smith,411596.37,E,Christopher Lee
193089,Joshua Rodriguez,411352.39,B,Jennifer Liu
705888,Kimberly Rodriguez,409516.07,E,Nicole Brown
986069,Robert Garcia,408712.57,E,Lisa Thompson
812466,Benjamin Smith,406756.2,C,Michael Rodriguez
821107,Benjamin Martinez,404397.38,D,David Park
246590,Samantha Phillips,402878.84,E,Sarah Chen
760680,Matthew Davis,400473.42,E,Robert Kim
755538,Anthony Moore,397979.84,D,Rachel Johnson
721466,Ronald Davis,397850.65,D,Maria Gonzalez
733781,Samuel Thomas,397818.11,E,James Wilson
823272,Kenneth Martinez,396917.23,C,Amanda Davis
257066,Heather Williams,396701.47,E,Kevin Wu
311839,Mary Mitchell,396204.35,D,Emily Zhang
365002,Joyce Martinez,394827.68,E,Mark Williams
131917,Samuel Jones,392210.69,D,Christopher Lee
323299,Olivia Martinez,389096.23,E,Jennifer Liu
501561,Janet Brown,386012.01,B,Nicole Brown
851943,Stephen Davis,385649.69,E,Lisa Thompson
119900,Jerry Clark,385150.02,D,Michael Rodriguez
790767,Elizabeth Hernandez,382613.5,E,David Park
688997,Steven Thomas,380057.63,E,Sarah Chen
935551,Jason King,378444.65,D,Robert Kim
675152,Patricia Thomas,376876.86,E,Rachel Johnson
968877,Lisa Robinson,376208.4,E,Maria Gonzalez
548608,Nancy Harris,375662.42,C,James Wilson
695275,Sandra King,375073.05,E,Amanda Davis
479613,Deborah Jackson,374931.11,E,Kevin Wu
827506,Jason Wright,374613.36,E,Emily Zhang
478053,Donald Williams,372354.27,D,Mark Williams
607948,Brian Jones,371158.24,C,Christopher Lee
204346,Nicholas Williams,371056.9,E,Jennifer Liu
236022,Daniel Williams,371043.57,D,Nicole Brown
843267,Jack Brown,370237.31,D,Lisa Thompson
168385,Jonathan Martinez,364712.34,E,Michael Rodriguez
805057,Laura Nguyen,364304.54,E,David Park
123271,Stephen Anderson,363812.01,E,Sarah Chen
287432,Jennifer Allen,363236.98,D,Robert Kim
447665,Jacob King,362203.44,E,Rachel Johnson
812584,Robert Johnson,358386.9,D,Maria Gonzalez
921339,Larry Roberts,358347.78,E,James Wilson
245602,Paul Williams,357567.75,C,Amanda Davis
164462,Jennifer Anderson,357129.04,D,Kevin Wu
414539,Susan Gomez,355531.07,E,Emily Zhang
802768,Kenneth Thomas,355426.46,D,Mark Williams
294650,Kenneth Gomez,355399.38,C,Christopher Lee
734727,Janet Miller,355330.66,D,Jennifer Liu
611226,John Jackson,353884.05,D,Nicole Brown
166035,Cynthia White,353145.9,E,Lisa Thompson
706290,Mark Jones,349456.91,D,Michael Rodriguez
579602,Kelly Harris,348184.95,C,David Park
854622,Ryan Lewis,348116.27,B,Sarah Chen
654185,Jason Torres,347589.5,D,Robert Kim
355564,Charles Smith,346557.49,E,Rachel Johnson
609412,Jessica Johnson,344987.84,B,Maria Gonzalez
494243,Marie Nelson,343038.28,D,James Wilson
404850,Christine Taylor,342841.74,E,Amanda Davis
224369,Sarah Hall,341286.14,D,Kevin Wu
970462,Nicholas Davis,339595.58,D,Emily Zhang
898516,Sandra Williams,338340.43,E,Mark Williams
325266,Cynthia Campbell,337352.56,E,Christopher Lee
373501,Andrew Allen,336081.6,D,Jennifer Liu
742658,Paul Harris,335597.65,E,Nicole Brown
988386,William Garcia,335530.17,E,Lisa Thompson
604650,Janet Gonzalez,333987.96,E,Michael Rodriguez
435239,Sarah Smith,333652.09,E,David Park
862431,Christopher Miller,332781.74,D,Sarah Chen
141208,Christopher Smith,331248.26,D,Robert Kim
480097,Olivia Smith,329942.33,D,Rachel Johnson
209480,Patricia Anderson,329151.87,B,Maria Gonzalez
401172,Christine Johnson,329028.65,E,James Wilson
617333,Larry Smith,327759.49,D,Amanda Davis
651604,Elizabeth Smith,327672.25,D,Kevin Wu
306475,Laura Hernandez,327502.82,D,Emily Zhang
230690,Gary White,327347.51,B,Mark Williams
375933,Jonathan Baker,326173.43,E,Christopher Lee
543517,Gregory Anderson,325923.99,C,Jennifer Liu
666887,Patrick Johnson,322621.69,B,Nicole Brown
228464,William Clark,322551.41,A,Lisa Thompson
414932,Heather Smith,321291.61,E,Michael Rodriguez
315115,Sandra Martin,321172.81,E,David Park
354329,Dorothy Martinez,320434.52,E,Sarah Chen
225657,Debra Taylor,317744.71,D,Robert Kim
768911,Jessica Torres,316738.41,C,Rachel Johnson
500960,Helen Anderson,315943.36,E,Maria Gonzalez
468751,Laura Sanchez,315384.77,D,James Wilson
766179,David Gonzalez,315052.2,E,Amanda Davis
451290,Marie Wilson,314385.49,D,Kevin Wu
721841,Ashley Miller,314316.01,E,Emily Zhang
996755,Timothy Miller,314143.65,C,Mark Williams
325142,Jerry Smith,313476.25,A,Christopher Lee
381108,Timothy Thomas,312435.48,D,Jennifer Liu
636745,Paul King,311818.61,D,Nicole Brown
709486,David Williams,311605.91,D,Lisa Thompson
184601,George Smith,311470.78,D,Michael Rodriguez
223015,Ryan Garcia,308238.51,D,David Park
602952,Samuel Allen,308210.57,E,Sarah Chen
922236,Catherine Scott,308014.28,E,Robert Kim
395605,Heather Robinson,307096.88,C,Rachel Johnson
780454,Deborah Robinson,306692.31,E,Maria Gonzalez
474996,Kevin Williams,306529.76,E,James Wilson
663774,David Williams,304782.63,D,Amanda Davis
227782,Maria Jackson,304423.87,E,Kevin Wu
732439,Patrick Miller,304033.07,E,Emily Zhang
830368,Jerry Miller,303613.46,E,Mark Williams
511630,Christopher Johnson,302696.84,C,Christopher Lee
176428,Rachel Brown,302461.39,D,Jennifer Liu
735444,David Thomas,302167.54,B,Nicole Brown
146010,Kenneth Gonzalez,300140.9,E,Lisa Thompson
650399,Cynthia Lopez,300116.1,E,Michael Rodriguez
230211,Christine Garcia,298979.98,D,David Park
507103,Raymond Lopez,298499.25,A,Sarah Chen
730841,Ryan Miller,297619.64,E,Robert Kim
247665,Kevin Smith,296783.84,D,Rachel Johnson
705493,Victoria Martinez,294783.99,D,Maria Gonzalez
826588,Kevin Williams,294561.68,E,James Wilson
952251,Daniel Smith,294066.96,C,Amanda Davis
535854,Jennifer Green,293113.8,E,Kevin Wu
329064,Helen Allen,292642.07,B,Emily Zhang
856144,Raymond White,292228.14,D,Mark Williams
598272,Brandon Allen,291568.31,E,Christopher Lee
511762,Frances Rodriguez,291365.8,D,Jennifer Liu
413929,Brenda Garcia,291009.57,E,Nicole Brown
724515,Michael King,290363.19,C,Lisa Thompson
174779,Stephen Taylor,289905.18,E,Michael Rodriguez
816797,Dennis Hernandez,289834.43,B,David Park
285202,Helen Thomas,289640.7,B,Sarah Chen
211228,Christopher Johnson,288319.81,C,Robert Kim
995004,Ronald Hernandez,286659.03,D,Rachel Johnson
753237,Sharon Johnson,285543.61,E,Maria Gonzalez
412591,Nicholas Johnson,284466.17,E,James Wilson
554711,Mary Smith,284463.73,D,Amanda Davis
362514,Christine Jones,283037.81,D,Kevin Wu
334927,Rachel Martinez,281812.28,C,Emily Zhang
150355,Amy Lopez,281149.69,B,Mark Williams
713901,Karen Rodriguez,280683.54,E,Christopher Lee
451091,Scott Johnson,280036.6,E,Jennifer Liu
146777,Joyce Ramirez,279652.81,D,Nicole Brown
875260,Betty Scott,279583.82,E,Lisa Thompson
519299,Timothy Gonzalez,278446.65,E,Michael Rodriguez
272037,Kelly Williams,278311.83,E,David Park
839346,Cynthia Anderson,278229.17,A,Sarah Chen
127904,Olivia Hernandez,277848.3,A,Robert Kim
419420,Scott Anderson,276334.29,E,Rachel Johnson
765172,Jacob Garcia,275187.77,D,Maria Gonzalez
379361,Jeffrey Davis,274042.52,E,James Wilson
600044,Patricia Anderson,273087.5,D,Amanda Davis
809303,Kevin Flores,272936.29,D,Kevin Wu
375824,Kevin Torres,271664.54,D,Emily Zhang
853041,Christine Jones,271471.34,C,Mark Williams
599612,Christine Miller,271118.26,E,Christopher Lee
426420,Barbara Mitchell,270002.99,D,Jennifer Liu
740712,John Sanchez,269260.7,E,Nicole Brown
231777,Janet Taylor,268069.17,D,Lisa Thompson
190870,Samantha Torres,267508.98,C,Michael Rodriguez
269097,Heather King,267431.57,E,David Park
740466,Frances Smith,266789.98,E,Sarah Chen
159451,Ruth Rodriguez,266452.18,E,Robert Kim
952341,Jason Perez,266117.38,E,Rachel Johnson
962431,Dennis Phillips,265145.75,C,Maria Gonzalez
524983,Debra Williams,264597.48,D,James Wilson
484098,Rachel Hall,263356.67,E,Amanda Davis
922853,Laura Hernandez,263330.88,A,Kevin Wu
403012,Marie Sanchez,262328.65,E,Emily Zhang
341966,Maria Clark,262321.42,D,Mark Williams
719308,Michael Johnson,262101.3,E,Christopher Lee
313375,Linda Johnson,262031.34,E,Jennifer Liu
417921,Christine Nelson,260478.01,E,Nicole Brown
896326,Sandra Davis,260084.64,D,Lisa Thompson
503856,Timothy Miller,259569.83,C,Michael Rodriguez
233565,Matthew Torres,259366.74,E,David Park
993526,Jonathan Moore,259181.88,E,Sarah Chen
129541,Robert Thompson,258961.95,E,Robert Kim
781677,Susan Thomas,258646.92,D,Rachel Johnson
559253,Christopher Baker,258378.04,E,Maria Gonzalez
731024,Sandra Young,256604.66,D,James Wilson
580058,Helen Rivera,256294.83,E,Amanda Davis
550262,Gregory Baker,255457.79,D,Kevin Wu
980368,Jason Flores,253030.59,D,Emily Zhang
882785,Victoria Nelson,252646.29,B,Mark Williams
335336,Patricia Perez,252415.96,E,Christopher Lee
327732,Jennifer King,251277.98,E,Jennifer Liu
472059,Deborah Thompson,251193.48,E,Nicole Brown
856681,Eric Thompson,251071.14,C,Lisa Thompson
791520,John Martinez,248852.54,E,Michael Rodriguez
971711,Scott Harris,248690.21,E,David Park
719404,Joshua White,248646.36,E,Sarah Chen
140119,Frank Martinez,246077.1,C,Robert Kim
175664,Michelle Jones,244855.36,C,Rachel Johnson
549864,Olivia Thomas,244839.12,C,Maria Gonzalez
187821,Richard Brown,244248.53,B,James Wilson
425569,Carolyn Brown,244235.03,D,Amanda Davis
737322,Carol Baker,244160.6,C,Kevin Wu
602695,Dennis Allen,242804.84,E,Emily Zhang
250033,Samantha Robinson,241822.68,D,Mark Williams
274706,Marie Rodriguez,241766.78,D,Christopher Lee
196041,Ashley Harris,241256.77,B,Jennifer Liu
453994,Carol Robinson,240017.53,B,Nicole Brown
562021,Donald Martin,239970.94,D,Lisa Thompson
798440,Andrew Brown,239143.82,E,Michael Rodriguez
606190,Carolyn Johnson,238325.69,E,David Park
422820,Susan Smith,236865.35,C,Sarah Chen
618832,Christine Rivera,236321.35,D,Robert Kim
851444,Ryan Garcia,235749.16,D,Rachel Johnson
203403,Marie Brown,234573.63,B,Maria Gonzalez
398232,Deborah White,234570.23,E,James Wilson
872744,Ashley Mitchell,234514.2,C,Amanda Davis
709057,Ashley Hall,234135.52,B,Kevin Wu
423544,Ronald Perez,232989.73,A,Emily Zhang
716986,Virginia Baker,232297.07,D,Mark Williams
681652,Julie Garcia,230496.97,C,Christopher Lee
501067,Joseph Williams,229389.99,E,Jennifer Liu
388383,Michelle Smith,228629.58,D,Nicole Brown
274595,Larry Garcia,228002.11,D,Lisa Thompson
955671,Samantha Nguyen,227549.52,E,Michael Rodriguez
689786,Maria Rodriguez,227496.09,D,David Park
200357,Patrick Rodriguez,226074.76,B,Sarah Chen
662031,Charles Wright,226067.43,E,Robert Kim
497486,Gregory Phillips,225604.26,E,Rachel Johnson
134293,Jerry Nelson,225401.7,D,Maria Gonzalez
494964,Kelly Phillips,225070.04,E,James Wilson
681566,Ruth Martinez,223889.57,D,Amanda Davis
399846,Elizabeth Miller,223144.57,E,Kevin Wu
692727,Christopher Smith,222666.49,D,Emily Zhang
532527,Charles Brown,221915.03,C,Mark Williams
608757,Ruth Ramirez,220790.02,E,Christopher Lee
889575,Anthony Martinez,220048.33,E,Jennifer Liu
742458,Betty Lee,219683.16,E,Nicole Brown
166012,James Wilson,219435.23,E,Lisa Thompson
746418,Sandra Davis,218789.74,E,Michael Rodriguez
846269,Christine Ramirez,217904.56,B,David Park
